X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,Y
0,46.08,3,2,8,4,2.375,1,1,8,1,2,396,4160,y1
1,41.33,0,2,8,5,15,1,0,0,0,2,0,1,y1
1,21.25,1.5,2,9,4,1.5,0,0,0,0,2,150,9,y1
0,28.08,15,1,10,9,0,1,0,0,0,2,0,13213,y1
1,48.08,6.04,2,4,4,0.04,0,0,0,0,2,0,2691,y1
1,41,0.04,2,10,4,0.04,0,1,1,0,1,560,1,y1
1,27.58,2.04,1,6,4,2,1,1,3,1,2,370,561,y1
1,39.17,1.71,2,14,4,0.125,1,1,5,1,2,480,1,y1
1,25.5,0.375,2,7,4,0.25,1,1,3,0,2,260,15109,y1
1,56.75,12.25,2,7,4,1.25,1,1,4,1,2,200,1,y1
1,27,1.5,1,9,4,0.375,1,0,0,1,2,260,1066,y1
1,26.17,0.25,2,3,5,0,1,0,0,1,2,0,1,y1
1,18.5,2,2,3,4,1.5,1,1,2,0,2,120,301,y1
1,31.67,0.83,2,14,4,1.335,1,1,8,1,2,303,3291,y1
0,24.5,0.5,2,11,8,1.5,1,0,0,0,2,280,825,y1
1,33.17,1.04,2,12,8,6.5,1,0,0,1,2,164,31286,y1
0,15.83,0.585,2,8,8,1.5,1,1,2,0,2,100,1,y1
0,56.5,16,2,5,1,0,1,1,15,0,2,0,248,y1
0,18.83,4.415,1,8,8,3,1,0,0,0,2,240,1,y1
0,41.17,6.5,2,11,4,0.5,1,1,3,1,2,145,1,y1
1,37.33,6.5,2,7,8,4.25,1,1,12,1,2,93,1,y1
0,28.67,1.04,2,8,4,2.5,1,1,5,1,2,300,1431,y1
1,73.42,17.75,2,1,1,0,1,0,0,1,2,0,1,y1
1,57.42,8.5,2,10,8,7,1,1,3,0,2,0,1,y1
1,32.08,4,2,7,4,2.5,1,0,0,1,2,360,1,y1
1,43.08,0.375,1,8,4,0.375,1,1,8,1,2,300,163,y1
1,20.17,9.25,2,8,4,1.665,1,1,3,1,2,40,29,y1
1,24.83,2.75,2,8,4,2.25,1,1,6,0,2,184,601,y1
1,39.25,9.5,2,7,4,6.5,1,1,14,0,2,240,4608,y1
1,16,3.125,2,9,4,0.085,0,1,1,0,2,0,7,y0
1,35.75,2.415,2,9,4,0.125,0,1,2,0,2,220,2,y0
0,21.75,11.75,2,8,4,0.25,0,0,0,1,2,180,1,y0
1,31.25,2.835,2,1,1,0,0,1,5,0,2,176,147,y0
0,34.83,1.25,1,3,8,0.5,0,0,0,1,2,160,1,y0
0,35.17,3.75,2,1,1,0,0,1,6,0,2,0,201,y0
1,21.17,0,2,8,4,0.5,0,0,0,1,1,0,1,y0
0,31.57,1.5,2,1,1,0,0,1,2,1,2,200,106,y0
1,43.17,5,2,3,5,2.25,0,0,0,1,2,141,1,y0
1,29.83,3.5,2,8,4,0.165,0,0,0,0,2,216,1,y0
1,27.83,1.5,2,9,4,2.25,0,1,1,1,2,100,4,y0
0,53.33,0.165,2,1,1,0,0,0,0,1,1,62,28,y0
0,31.92,3.125,2,1,1,3.04,0,1,2,1,2,200,5,y0
1,40.58,1.5,2,3,5,0,0,0,0,0,1,300,1,y0
1,21.58,0.79,1,13,4,0.665,0,0,0,0,2,160,1,y0
1,41.17,1.335,2,2,4,0.165,0,0,0,0,2,168,1,y0
1,32.33,7.5,2,10,5,1.585,1,0,0,1,1,420,1,y0
1,20.75,5.085,1,5,4,0.29,0,0,0,0,2,140,185,y0
1,30.75,1.585,2,2,4,0.585,0,0,0,1,1,0,1,y0
0,18.17,10,1,11,8,0.165,0,0,0,0,2,340,1,y0
1,22.08,11.46,2,4,4,1.585,0,0,0,1,2,100,1213,y0
1,34.75,2.5,2,13,5,0.5,0,0,0,0,2,348,1,y0
1,37.75,7,2,11,8,11.5,1,1,7,1,2,300,6,y0
1,19,0,1,1,1,0,0,1,4,0,2,45,2,y0
1,17.08,0.25,2,11,4,0.335,0,1,4,0,2,160,9,y0
1,18.83,0.415,1,8,4,0.165,0,1,1,0,2,200,2,y0
1,28.75,1.165,2,4,4,0.5,1,0,0,0,1,280,1,y0
1,30.08,1.04,1,3,5,0.5,1,1,10,1,2,132,29,y0
0,25.42,1.125,2,11,4,1.29,1,1,2,0,2,200,1,y0
0,30.25,5.5,2,4,4,5.5,0,0,0,1,1,100,1,y0
1,26.33,13,2,10,2,0,0,0,0,1,2,140,1111,y0
1,34.67,1.08,2,7,4,1.165,0,0,0,0,1,28,1,y0
1,37.5,0.835,2,10,4,0.04,0,0,0,0,2,120,6,y0
1,23.58,1.79,2,8,4,0.54,0,0,0,1,2,136,2,y0
1,40.92,2.25,1,14,8,10,1,0,0,1,2,176,1,y0
0,27.25,0.29,2,7,8,0.125,0,1,1,1,2,272,109,y0
1,36.67,2,2,3,4,0.25,0,0,0,1,2,221,1,y0
1,22.5,11.5,1,7,4,1.5,0,0,0,1,2,0,4001,y0
1,28.33,5,2,9,4,11,1,0,0,1,2,70,1,y1
0,30,5.29,2,10,2,2.25,1,1,5,1,2,99,501,y1
1,34.42,4.25,2,3,5,3.25,1,1,2,0,2,274,611,y1
0,26.92,13.5,2,11,8,5,1,1,2,0,2,0,5001,y1
1,48.17,3.5,2,6,4,3.5,1,0,0,0,1,230,1,y1
1,37.5,1.125,1,2,4,1.5,0,0,0,1,2,431,1,y1
1,35.17,2.5,2,4,4,4.5,1,1,7,0,2,150,1271,y1
1,41.5,1.54,2,3,5,3.5,0,0,0,0,2,216,1,y1
1,57.83,7.04,2,7,4,14,1,1,6,1,2,360,1333,y1
0,47.25,0.75,2,11,8,2.75,1,1,1,0,2,333,893,y1
1,33.5,1.75,2,14,8,4.5,1,1,4,1,2,253,858,y1
1,56.58,18.5,2,2,5,15,1,1,17,1,2,0,1,y1
1,21,3,1,2,4,1.085,1,1,8,1,2,160,2,y1
1,34.5,4.04,1,3,5,8.5,1,1,7,1,2,195,1,y1
1,64.08,20,2,14,8,17.5,1,1,9,1,2,0,1001,y1
1,32.75,1.5,2,13,8,5.5,1,1,3,1,2,0,1,y1
1,27.25,1.585,2,13,8,1.835,1,1,12,1,2,583,714,y1
0,20.42,0.835,2,11,4,1.585,1,1,1,0,2,0,1,y1
1,48.75,8.5,2,8,8,12.5,1,1,9,0,2,181,1656,y1
0,25,0.875,2,14,8,1.04,1,0,0,1,2,160,5861,y1
1,17.5,22,3,1,7,0,0,0,0,1,3,450,100001,y1
0,40.83,10,2,11,8,1.75,1,0,0,0,2,29,838,y1
1,22.08,0.83,2,8,8,2.165,0,0,0,1,2,128,1,y1
1,23.17,0,2,8,4,0,0,0,0,0,3,184,1,y1
0,18.83,9.54,2,6,4,0.085,1,0,0,0,2,100,1,y1
0,47,13,2,3,5,5.165,1,1,9,1,2,0,1,y1
1,22.75,11,2,11,4,2.5,1,1,7,1,2,100,810,y1
1,36.33,2.125,1,9,4,0.085,1,1,1,0,2,50,1188,y1
1,34.17,1.54,2,13,4,1.54,1,1,1,1,2,520,50001,y1
0,21.67,11.5,1,5,3,0,1,1,11,1,2,0,1,y1
1,59.5,2.75,2,9,4,1.75,1,1,5,1,2,60,59,y1
1,35,2.5,2,3,4,1,0,0,0,1,2,210,1,y0
1,39.5,1.625,2,8,4,1.5,0,0,0,0,2,0,317,y0
0,17.92,0.54,2,8,4,1.75,0,1,1,1,2,80,6,y0
1,24.58,13.5,1,1,1,0,0,0,0,0,2,184,1,y0
0,23.58,0.585,1,1,1,0.125,0,0,0,0,2,120,88,y0
1,18.17,10.25,2,8,8,1.085,0,0,0,0,2,320,14,y0
0,23,1.835,2,5,3,0,0,1,1,0,2,200,54,y0
0,27.67,1.5,2,7,4,2,1,0,0,0,1,368,1,y0
1,33.75,2.75,2,3,5,0,0,0,0,0,2,180,1,y0
0,15.83,7.625,2,11,4,0.125,0,1,1,1,2,0,161,y0
1,26.83,0.54,2,4,1,0,0,0,0,0,2,100,1,y0
1,35.25,16.5,1,8,4,4,1,0,0,0,2,80,1,y0
1,31.57,3,1,3,5,7,0,0,0,0,2,0,2,y0
0,22.25,1.25,1,1,1,3.25,0,0,0,0,2,280,1,y0
1,20,1.25,1,4,4,0.125,0,0,0,0,2,140,5,y0
1,24.42,2,2,10,2,0.165,0,1,2,0,2,320,1301,y0
1,22,7.835,1,3,5,0.165,0,0,0,1,2,184,1,y0
1,22.67,0.75,2,3,4,1.585,0,1,1,1,2,400,10,y0
0,33.25,2.5,1,8,4,2.5,0,0,0,1,2,0,3,y0
1,52.42,1.5,2,2,4,3.75,0,0,0,1,2,0,351,y0
1,16.33,2.75,2,6,4,0.665,0,1,1,0,2,80,22,y0
0,24.5,2.415,1,8,4,0,0,0,0,0,2,120,1,y0
1,38.25,10.125,1,4,4,0.125,0,0,0,0,2,160,1,y0
1,17.58,10,2,9,8,0.165,0,1,1,0,2,120,2,y0
1,42.75,3,2,3,5,1,1,0,0,0,2,0,201,y0
1,31.25,1.125,2,1,1,0,0,1,1,0,2,96,20,y0
1,50.75,0.585,2,1,1,0,0,0,0,0,2,145,1,y0
0,24.83,4.5,2,9,4,1,0,0,0,1,2,360,7,y0
1,26.17,12.5,1,4,8,1.25,0,0,0,1,2,0,18,y0
0,19.75,0.75,2,8,4,0.795,1,1,5,1,2,140,6,y0
1,21.17,0.875,1,8,8,0.25,0,0,0,0,2,280,205,y0
1,19.5,0.29,2,4,4,0.29,0,0,0,0,2,280,365,y0
1,47.33,6.5,2,8,4,1,0,0,0,1,2,0,229,y0
1,36.17,5.5,2,3,5,5,0,0,0,0,2,210,688,y0
0,21.75,1.75,1,5,3,0,0,0,0,0,2,160,1,y0
0,52.5,7,2,6,8,3,0,0,0,0,2,0,1,y0
0,29.75,0.665,2,9,4,0.25,0,0,0,1,2,300,1,y0
1,15.17,7,2,10,4,1,0,0,0,0,2,600,1,y0
1,55.92,11.5,2,1,1,5,1,1,5,0,2,0,8852,y1
1,27.25,1.665,2,13,8,5.085,1,1,9,0,2,399,828,y1
0,38.25,6,2,4,4,1,1,0,0,1,2,0,1,y1
1,60.08,14.5,2,1,1,18,1,1,15,1,2,0,1001,y1
1,38.67,0.21,2,4,4,0.085,1,0,0,1,2,280,1,y1
1,25.75,0.75,2,8,5,0.25,1,0,0,0,2,349,24,y1
1,39.33,5.875,2,13,8,10,1,1,14,1,2,399,1,y1
1,27.75,0.585,1,13,4,0.25,1,1,2,0,2,260,501,y1
0,25.08,2.54,1,6,4,0.25,1,0,0,1,2,370,1,y1
1,23.08,11.5,2,3,4,3.5,1,1,9,0,2,56,743,y1
0,40.33,7.54,1,11,8,8,1,1,14,0,2,0,2301,y1
1,41.17,4.04,2,13,8,7,1,1,8,0,2,320,1,y1
1,28.25,5.04,1,8,5,1.5,1,1,8,1,2,144,8,y1
0,37.75,5.5,2,11,4,0.125,1,0,0,1,2,228,1,y1
0,64.08,0.165,2,1,1,0,1,1,1,0,2,232,101,y1
1,42.83,4.625,2,11,4,4.58,1,0,0,0,1,0,1,y1
0,21.25,2.335,2,3,5,0.5,1,1,4,0,1,80,1,y1
1,34.92,5,2,14,8,7.5,1,1,6,1,2,0,1001,y1
1,51.42,0.04,2,14,8,0.04,1,0,0,0,2,0,3001,y1
0,18.75,7.5,2,11,4,2.71,1,1,5,0,2,184,26727,y1
1,51.58,15,2,8,4,8.5,1,1,9,0,2,0,1,y1
1,27.67,13.75,2,9,4,5.75,1,0,0,1,2,487,501,y1
0,18.92,9,2,6,4,0.75,1,1,2,0,2,88,592,y1
1,23.25,1.5,2,11,4,2.375,1,1,3,1,2,0,583,y1
0,47.42,3,2,14,4,13.875,1,1,2,1,2,519,1705,y1
1,40.25,21.5,2,10,9,20,1,1,11,0,2,0,1201,y1
1,23.17,0,2,13,4,0.085,1,0,0,0,2,0,1,y1
1,22.67,10.5,2,11,8,1.335,1,0,0,0,2,100,1,y1
0,24.08,0.5,2,11,8,1.25,1,1,1,0,2,0,679,y1
0,20.75,10.335,2,13,8,0.335,1,1,1,1,2,80,51,y1
1,26.75,1.125,2,14,8,1.25,1,0,0,0,2,0,5299,y1
1,44.25,11,1,2,4,1.5,1,0,0,0,1,0,1,y0
1,21.67,1.165,1,4,4,2.5,1,1,1,0,2,180,21,y0
0,15.92,2.875,2,11,4,0.085,0,0,0,0,2,120,1,y0
1,45.17,1.5,2,8,4,2.5,1,0,0,1,2,140,1,y0
1,22.5,0.125,1,4,4,0.125,0,0,0,0,2,200,71,y0
1,18.17,2.46,2,8,7,0.96,0,1,2,1,2,160,588,y0
0,38.33,4.415,2,8,4,0.125,0,0,0,0,2,160,1,y0
1,23.25,12.625,2,8,4,0.125,0,1,2,0,2,0,5553,y0
1,36.42,0.75,1,2,4,0.585,0,0,0,0,2,240,4,y0
0,18.25,10,2,9,4,1,0,1,1,0,2,120,2,y0
1,20.67,1.25,1,8,8,1.375,1,1,3,1,2,140,211,y0
0,24.5,1.04,1,1,1,0.5,1,1,3,0,2,180,148,y0
1,20,11.045,2,8,4,2,0,0,0,1,2,136,1,y0
0,36.75,4.71,2,1,1,0,0,0,0,0,2,160,1,y0
1,24.08,9,2,6,4,0.25,0,0,0,1,2,0,1,y0
1,33.67,1.25,2,9,4,1.165,0,0,0,0,2,120,1,y0
1,40.92,0.5,1,7,4,0.5,0,0,0,1,2,130,1,y0
1,36.08,2.54,2,1,1,0,0,0,0,0,2,0,1001,y0
1,29.83,2.04,1,14,8,0.04,0,0,0,0,2,128,2,y0
0,38.92,1.665,2,6,4,0.25,0,0,0,0,2,0,391,y0
1,22,0.79,2,9,4,0.29,0,1,1,0,2,420,284,y0
1,51.83,2.04,1,1,1,1.5,0,0,0,0,2,120,2,y0
1,17.42,6.5,2,3,4,0.125,0,0,0,0,2,60,101,y0
1,29.17,3.5,2,9,4,3.5,1,1,3,1,2,329,1,y0
0,33.92,1.585,1,1,1,0,1,0,0,0,2,320,1,y0
1,32.33,3.5,2,4,4,0.5,0,0,0,1,2,232,1,y0
1,24.5,13.335,1,6,4,0.04,0,0,0,1,2,120,476,y0
0,15.75,0.375,2,8,4,1,0,0,0,0,2,120,19,y0
1,32.92,2.5,2,6,4,1.75,0,1,2,1,2,720,1,y0
1,18.83,0,2,11,4,0.665,0,0,0,0,2,160,2,y0
1,19.5,9.585,2,6,4,0.79,0,0,0,0,2,80,351,y0
1,16.25,0,1,6,4,0.25,0,0,0,0,2,60,1,y0
1,34.83,4,2,2,5,12.5,1,0,0,1,2,184,1,y0
1,31.42,15.5,2,8,4,0.5,1,0,0,0,2,120,1,y0
1,27.58,3.25,1,11,8,5.085,0,1,2,1,2,369,2,y0
1,80.25,5.5,2,8,4,0.54,1,0,0,0,2,0,341,y0
0,45.33,1,2,11,4,0.125,0,0,0,1,2,263,1,y0
0,31.57,3.5,2,2,4,3,1,0,0,1,2,300,1,y0
1,21.83,0.25,2,2,8,0.665,1,0,0,1,2,0,1,y1
1,16.17,0.04,2,8,4,0.04,0,0,0,0,2,0,1,y1
0,23.25,5.875,2,11,4,3.17,1,1,10,0,2,120,246,y1
0,33.67,0.375,2,13,4,0.375,0,0,0,0,2,300,45,y1
1,38.17,10.125,2,14,4,2.5,1,1,6,0,2,520,197,y1
0,24.75,3,2,11,8,1.835,1,1,19,0,2,0,501,y1
0,25,12.33,2,13,8,3.5,1,1,6,0,2,400,459,y1
1,34.17,9.17,2,8,4,4.5,1,1,12,1,2,0,222,y1
1,25.67,12.5,2,13,4,1.21,1,1,67,1,2,140,259,y1
0,17.83,11,2,14,8,1,1,1,11,0,2,0,3001,y1
1,28.67,9.335,2,11,8,5.665,1,1,6,0,2,381,169,y1
1,39.5,4.25,2,8,5,6.5,1,1,16,0,2,117,1211,y1
1,28.25,0.875,2,7,4,0.96,1,1,3,1,2,396,1,y1
1,20.17,5.625,2,9,4,1.71,1,0,0,0,1,120,1,y1
1,13.75,4,1,9,4,1.75,1,1,2,1,2,120,1001,y1
0,25.58,0,2,8,4,0,0,0,0,0,3,184,1,y1
0,20.67,1.835,2,11,4,2.085,1,1,5,0,2,220,2504,y1
1,53.92,9.625,2,10,4,8.665,1,1,5,0,2,0,1,y1
1,25,12.5,2,6,4,3,1,0,0,1,1,20,1,y1
1,42.17,5.04,2,11,8,12.75,1,0,0,1,2,92,1,y1
0,21.5,6,2,6,4,2.5,1,1,3,0,2,80,919,y1
1,76.75,22.29,2,10,9,12.75,1,1,1,1,2,0,110,y1
1,33.17,3.165,1,14,4,3.165,1,1,3,1,2,380,1,y1
1,48.5,4.25,2,7,4,0.125,1,0,0,1,2,225,1,y1
1,19.33,9.5,2,11,4,1,1,0,0,1,2,60,401,y1
1,27.83,1.54,2,9,4,3.75,1,1,5,1,2,100,4,y1
0,58.42,21,2,3,5,10,1,1,13,0,2,0,6701,y1
1,56,12.5,2,4,8,8,1,0,0,1,2,24,2029,y1
1,29.58,4.5,2,9,4,7.5,1,1,2,1,2,330,1,y1
1,35.17,25.125,2,14,8,1.625,1,1,1,1,2,515,501,y1
1,54.33,6.75,2,8,8,2.625,1,1,11,1,2,0,285,y1
1,29.42,1.25,2,8,8,0.25,0,1,2,1,2,400,109,y0
1,40.58,3.29,2,7,4,3.5,0,0,0,1,1,400,1,y0
0,33.17,2.25,1,13,4,3.5,0,0,0,1,2,200,142,y0
1,32.08,4,1,13,4,1.5,0,0,0,1,2,120,1,y0
1,23.08,2.5,2,1,1,0.085,0,0,0,1,2,100,4209,y0
1,34,4.5,2,6,4,1,1,0,0,1,2,240,1,y0
0,28.5,1,2,11,4,1,1,1,2,1,2,167,501,y0
1,62.75,7,2,10,9,0,0,0,0,0,2,0,13,y0
0,27.58,3,2,7,4,2.79,0,1,1,1,2,280,11,y0
0,32,6,2,2,4,1.25,0,0,0,0,2,272,1,y0
1,30.33,0.5,2,2,8,0.085,0,0,0,1,1,252,1,y0
0,31.57,11.25,2,1,1,0,0,0,0,0,2,184,5201,y0
1,28.17,0.125,1,4,4,0.085,0,0,0,0,2,216,2101,y0
1,17.08,3.29,2,3,4,0.335,0,0,0,1,2,140,3,y0
1,35,3.375,2,8,8,8.29,0,0,0,1,2,0,1,y0
0,27.17,1.25,2,1,1,0,0,1,1,0,2,92,301,y0
1,36.5,4.25,2,11,4,3.5,0,0,0,0,2,454,51,y0
0,33.08,1.625,2,2,4,0.54,0,0,0,1,2,0,1,y0
0,28.58,1.665,2,11,4,2.415,1,0,0,1,2,440,1,y0
1,23.75,0.415,1,8,4,0.04,0,1,2,0,2,128,7,y0
1,21.92,0.5,2,8,4,0.125,0,0,0,0,2,360,1,y0
1,26.17,0.835,2,13,4,1.165,0,0,0,0,2,100,1,y0
0,41.58,1.04,2,6,4,0.665,0,0,0,0,2,240,238,y0
1,23.58,0.46,1,9,4,2.625,1,1,6,1,2,208,348,y0
1,47.83,4.165,2,14,5,0.085,0,0,0,1,2,520,1,y0
1,39.83,0.5,2,7,4,0.25,1,0,0,0,1,288,1,y0
0,45,4.585,2,4,8,1,0,0,0,1,1,240,1,y0
0,23.75,0.71,2,9,4,0.25,0,1,1,1,2,240,5,y0
1,25.67,2.21,1,6,4,4,1,0,0,0,2,188,1,y0
0,27.33,1.665,2,1,1,0,0,0,0,0,2,340,2,y0
0,20.08,1.25,2,8,4,0,0,0,0,0,2,0,1,y0
1,22.17,0.585,1,1,1,0,0,0,0,0,2,100,1,y0
0,22.67,0.75,2,8,4,2,0,1,2,1,2,200,395,y0
1,38.92,1.75,2,4,4,0.5,0,0,0,1,2,300,3,y0
0,23.58,0.83,2,11,4,0.415,0,1,1,1,2,200,12,y0
1,21.83,1.54,2,4,4,0.085,0,0,0,1,2,356,1,y0
1,20,0,2,2,4,0.5,0,0,0,0,2,144,1,y0
1,19.42,7.25,2,7,4,0.04,0,1,1,0,2,100,2,y0
1,59.67,1.54,2,11,4,0.125,1,0,0,1,2,260,1,y1
0,25.17,2.875,2,14,8,0.875,1,0,0,0,2,360,1,y1
1,36.67,4.415,1,4,4,0.25,1,1,10,1,2,320,1,y1
1,40,6.5,2,6,5,3.5,1,1,1,0,2,0,501,y1
1,42.08,1.04,2,9,4,5,1,1,6,1,2,500,10001,y1
0,33.08,4.625,2,11,8,1.625,1,1,2,0,2,0,1,y1
1,22.58,10.04,2,14,4,0.04,1,1,9,0,2,60,397,y1
1,31.67,16.165,2,2,4,3,1,1,9,0,2,250,731,y1
1,26,1,2,11,4,1.75,1,0,0,1,2,280,1,y1
1,39.17,1.625,2,8,4,1.5,1,1,10,0,2,186,4701,y1
1,36.25,5,2,8,5,2.5,1,1,6,0,2,0,368,y1
1,25.33,0.58,2,8,4,0.29,1,1,7,1,2,96,5125,y1
1,22.67,2.54,1,8,8,2.585,1,0,0,0,2,0,1,y1
1,23.08,2.5,2,8,4,1.085,1,1,11,1,2,60,2185,y1
1,47.67,2.5,2,7,5,2.5,1,1,12,1,2,410,2511,y1
1,19.17,0,1,7,5,0,0,0,0,1,1,500,2,y1
0,18.83,9.5,2,9,4,1.625,1,1,6,1,2,40,601,y1
0,17.58,9,2,6,4,1.375,1,0,0,1,2,0,1,y1
1,41.92,0.42,2,8,8,0.21,1,1,6,0,2,220,949,y1
1,43.25,3,2,11,8,6,1,1,11,0,2,80,1,y1
0,28.75,3.75,2,8,4,1.085,1,1,1,1,2,371,1,y1
1,30.83,0,2,9,4,1.25,1,1,1,0,2,202,1,y1
1,22.83,3,2,7,4,1.29,1,1,1,0,2,260,801,y1
0,58.33,10,2,11,4,4,1,1,14,0,2,0,1603,y1
1,28.25,5.125,2,14,4,4.75,1,1,2,0,2,420,8,y1
0,47.75,8,2,8,4,7.875,1,1,6,1,2,0,1261,y1
0,31.25,3.75,2,13,8,0.625,1,1,9,1,2,181,1,y1
1,19.67,0.375,2,11,4,2,1,1,2,1,2,80,1,y1
1,48.33,12,2,7,4,16,1,0,0,0,1,110,1,y1
1,45,8.5,2,13,8,14,1,1,1,1,2,88,2001,y1
0,32.17,1.46,2,9,4,1.085,1,1,16,0,2,120,2080,y1
